packet_size,flow_duration,protocol_type,src_ip_entropy,dst_ip_entropy,packet_interarrival_time,tcp_flags,bytes_per_flow,flow_rate,jitter,label
599.3428306022465,43.21505269512778,1,0.4705971169360081,0.2738090948056513,0.1397211964910558,16,11836.47610508931,273.89706518682084,6.848051186396582,normal
472.3471397657631,46.94500536946347,0,0.7185363289957758,0.6236277495178657,0.0108569598937796,16,12197.760812654824,181.41486746650205,30.98036998307755,DoS
629.5377076201385,44.02618938954857,1,0.2138184113599072,0.1460641149355525,0.0030304944443449,8,11884.491641435168,269.94141001574945,5.358839155968438,normal
804.6059712816051,51.1041804694612,0,0.789497376827472,0.7203283013294994,0.0167282074426261,16,14613.527998475129,285.95562758721604,2.9961035689087643,Keylog
453.1693250553328,61.971785314619126,1,0.4294658265662032,0.4226748209616094,0.0003678870699032,64,13585.724373734132,219.2243503194552,5.243123379392225,Keylog
792.539909728673,42.28957842858795,0,0.805401315493658,1.1440638734248965,0.0168161546053388,32,12875.18244530601,304.4528445003918,23.33291956372541,DDoS
815.8425631014783,60.008204977684144,1,0.1193119135169675,0.8072312916803529,0.0932898529278311,32,10710.33879017904,178.48123925989793,7.571568594983484,normal
653.4869458305818,42.18327927653112,1,0.1649067438467001,0.5060632494365266,0.169700498858122,64,12162.216529939087,288.3184223353066,2.608648965105344,normal
406.1051228130096,41.52372787503116,0,0.8905727342437824,0.3784005611909281,0.0210228461340808,32,8768.184464363396,211.16082088660053,6.315215497437234,normal
608.5120087171929,58.18594618343214,0,0.9909378222590476,0.8781547155606045,0.0121255321119519,64,9337.002172012097,160.468339598312,6.272983214519074,normal
407.31646143750754,59.219363780076165,0,0.3569737992012834,0.3682516321994757,0.0080475342205618,8,15164.244323849933,256.0690179003884,6.792893316805246,normal
406.85404928594863,58.51409936762654,1,0.2921438522052976,0.8590002829433705,0.0025160293811276,32,8328.654855361383,142.33586341361834,5.392590102642833,normal
