packet_size,flow_duration,protocol_type,src_ip_entropy,dst_ip_entropy,packet_interarrival_time,tcp_flags,bytes_per_flow,flow_rate,jitter,label
599.3428306022465,43.21505269512778,1,0.47059711693600814,0.2738090948056513,0.1397211964910558,16,11836.47610508931,273.89706518682084,6.848051186396582,normal
472.3471397657631,46.94500536946347,0,0.7185363289957758,0.6236277495178657,0.010856959893779633,16,12197.760812654824,181.41486746650205,30.98036998307755,DoS
629.5377076201385,44.02618938954857,1,0.2138184113599072,0.1460641149355525,0.0030304944443449214,8,11884.491641435168,269.94141001574945,5.358839155968438,normal
804.6059712816051,51.1041804694612,0,0.789497376827472,0.7203283013294994,0.016728207442626118,16,14613.527998475127,285.95562758721604,2.9961035689087643,Keylog
453.1693250553328,61.971785314619126,1,0.42946582656620325,0.42267482096160947,0.0003678870699032911,64,13585.724373734132,219.2243503194552,5.243123379392225,Keylog
792.539909728673,42.28957842858795,0,0.805401315493658,1.1440638734248965,0.016816154605338817,32,12875.18244530601,304.4528445003918,23.332919563725415,DDoS
815.8425631014783,60.008204977684144,1,0.11931191351696757,0.8072312916803529,0.09328985292783112,32,10710.338790179041,178.48123925989793,7.571568594983484,normal
653.4869458305818,42.183279276531124,1,0.16490674384670012,0.5060632494365266,0.16970049885812205,64,12162.216529939087,288.3184223353066,2.6086489651053437,normal
406.1051228130096,41.523727875031156,0,0.8905727342437824,0.37840056119092813,0.021022846134080817,32,8768.184464363396,211.16082088660053,6.315215497437234,normal
608.5120087171929,58.18594618343214,0,0.9909378222590475,0.8781547155606045,0.012125532111951949,64,9337.002172012095,160.468339598312,6.272983214519074,normal
407.31646143750754,59.219363780076165,0,0.35697379920128347,0.36825163219947576,0.00804753422056183,8,15164.244323849933,256.06901790038836,6.792893316805246,normal
406.85404928594863,58.51409936762654,1,0.2921438522052976,0.8590002829433705,0.0025160293811276233,32,8328.654855361383,142.33586341361834,5.392590102642833,normal
548.3924543132068,36.84202591781859,1,0.2187709725943373,0.5041986984625583,0.012384038801932354,8,8107.84335976414,220.0705080076173,4.33979422769548,normal
117.34395106844045,45.340490219279495,1,0.8238164771672455,0.20800709745500723,0.28593134709643103,2,8913.781928956245,196.5965053718357,9.786227205188657,normal
155.01643349739345,58.22988592003321,0,0.2092074824188761,0.6128181881110838,0.010013255261858672,16,8352.083531285125,143.43293652944806,3.2458798797709596,normal
387.54249415180544,50.415418405638945,0,0.9240901299302697,0.28532352626996127,0.09102067122998347,0,8606.356227109185,182.382363988182,43.5475492433162,DoS
297.43377593311527,39.26307153802536,0,0.6673503789712827,0.14715513217619514,0.2537882060237063,0,10726.895314498144,273.20570944403573,5.036864175198836,normal
562.8494665190548,54.58317939125442,1,0.8971277916691947,0.0865293713977795,0.09883780490166744,8,10825.09891170788,198.32298214277952,5.685787667063171,normal
318.3951848957578,42.851927410085295,1,0.5540098543941463,0.24169733579744201,0.0033293896187417786,4,12733.277576953571,297.14597094077885,5.675081097923501,normal
217.53925973294173,67.94524848392211,0,0.6906798621824968,0.7365546420021912,0.09073652012364325,32,16564.231646730776,243.7879324357813,2.8350206483121516,normal
793.1297537843109,65.44841462418259,1,0.6194581006577077,0.8379992223757426,0.2333717793622046,1,8894.979027400765,143.60304048313492,16.591062456778904,DoS
454.8447399026929,56.040974263555675,1,0.8311954563237969,0.8617208459819216,0.03894328666745329,4,9803.313765590743,174.93118016625903,2.445609862195859,normal
513.5056409375848,63.61006704769774,1,0.8358608111858811,0.27014827370994365,0.0022401523550220925,2,4486.152490525236,70.52582552949227,4.107949725992954,Keylog
326.02684233758345,50.64791350123381,0,1.528327827081397,1.228828426682865,0.02861680041662717,0,6123.0772261270195,120.89495505037652,29.123444310571998,DDoS
391.12345509496345,57.654374943750156,0,0.6325076493297723,0.23035405991492952,0.07042982976999726,64,9561.366469455725,165.8393916989676,3.62528268984253,normal
522.1845179419732,64.77720295302075,0,0.92187592049783,0.6227621139682403,0.027173372100238742,1,11390.746940572275,209.02579081691746,10.379928894159361,DoS
269.80128451553946,52.45498681794313,1,0.9298664839649694,0.8872109930416968,0.1286589384955774,8,11474.148328731488,218.7427549749485,6.837104472364913,normal
575.1396036691344,47.44812828485716,0,0.6642497838951816,0.04089368260208137,0.1035248121431893,64,11851.240678574753,249.77256441866894,1.922722177977358,normal
379.872262016239,32.953780418228845,0,0.007754278173163542,0.9852256677254061,0.05121158146537472,8,13772.399821968509,417.9308002656385,5.959521474622198,normal
441.66125004134466,49.16866474278506,1,0.38169421585453644,0.827087877458445,0.12821327719466571,2,15117.063432600222,165.74299761066587,3.497199858994777,Probe
379.65867755412063,58.234231845623114,1,0.8579425317744162,0.7616621162936984,0.010369113921983208,2,9269.810772969304,159.18147246353732,7.435146443556546,normal
870.4556369017876,59.4563342756763,1,0.0847141163708015,0.691362893711791,0.1384409751648855,16,7593.621612753365,127.71762176834926,3.948790249386544,normal
497.3005550524132,55.043650657184095,1,0.21351918085506638,0.7702738889138784,0.09235877443906063,32,11964.663279441977,217.36681954397937,1.478865801520973,normal
288.45781420881997,44.5870090503776,0,0.2305466802216518,0.9945953560405459,0.09944762867752671,2,12801.471686756899,287.1121422899858,4.920861941357424,normal
664.5089824206378,30.231784310524095,1,0.6002347697799049,0.7701912971125406,0.006684913545596795,2,10407.49474546466,344.25671467369096,3.319262838043769,normal
255.83127000579555,45.04784901995265,1,0.5766327978837642,0.351600784668327,0.09626881666916823,2,9463.01339556779,210.06582115333455,21.4703437417551,U2R
541.772719000951,46.956551289460485,1,0.2894175234204003,0.6139218529335032,0.06814597925822473,8,8487.501531533786,180.75223368115678,5.659474896452243,normal
108.0659752240449,46.87071032809986,1,0.20761136556844284,0.3369230161598358,0.06652645440801601,2,9873.293667579903,210.6495420800286,3.741833593825504,normal
234.3627902203139,56.18556356977925,1,0.7645320298574758,0.9700654432566708,0.038839178991808124,8,12070.205151350581,214.8275176836142,2.9946093919619527,normal
